Ticker,Date,Open,High,Low,Close,Adj Close,Volume,MA_10,MA_30,Daily_Return,Volatility_30
AAPL,07-03-2023,153.6999969,154.0299988,151.1300049,151.6000061,151.6000061,56182000,148.8030014,,-1.449649419,
AAPL,08-03-2023,152.8099976,153.4700012,151.8300018,152.8699951,152.8699951,47204800,149.1990005,,0.83772359,
AAPL,09-03-2023,153.5599976,154.5399933,150.2299957,150.5899963,150.5899963,53833600,149.3180008,,-1.491462584,
AAPL,10-03-2023,150.2100067,150.9400024,147.6100006,148.5,148.5,68572400,149.4970001,,-1.387871963,
AAPL,13-03-2023,147.8099976,153.1399994,147.6999969,150.4700012,150.4700012,84457100,149.7520004,,1.326600149,
AAPL,14-03-2023,151.2799988,153.3999939,150.1000061,152.5899963,152.5899963,73695900,150.2699997,,1.408915465,
AAPL,15-03-2023,151.1900024,153.25,149.9199982,152.9900055,152.9900055,77167900,151.0380005,,0.262146382,
AAPL,16-03-2023,152.1600037,156.4600067,151.6399994,155.8500061,155.8500061,76161100,152.0320007,,1.869403561,
AAPL,17-03-2023,156.0800018,156.7400055,154.2799988,155,155,98944600,152.4290009,,-0.545400109,
AAPL,20-03-2023,155.0700073,157.8200073,154.1499939,157.3999939,157.3999939,73641400,152.7860001,,1.548383159,
AAPL,21-03-2023,157.3200073,159.3999939,156.5399933,159.2799988,159.2799988,73938300,153.5539993,152.5569992,1.194412297,
AAPL,22-03-2023,159.3000031,162.1399994,157.8099976,157.8300018,157.8300018,75701800,154.05,151.9830002,-0.910344651,142.9263657
AAPL,23-03-2023,158.8300018,161.5500031,157.6799927,158.9299927,158.9299927,67622100,154.8839996,151.7309998,0.696946608,138.9936589
AAPL,24-03-2023,158.8600006,160.3399963,157.8500061,160.25,160.25,59196500,156.0589996,151.3150009,0.830558979,138.5571211
AAPL,27-03-2023,159.9400024,160.7700043,157.8699951,158.2799988,158.2799988,52390300,156.8399994,151.0060013,-1.229329935,141.0251244
AAPL,28-03-2023,157.9700012,158.4900055,155.9799957,157.6499939,157.6499939,45992200,157.3459991,150.362001,-0.398031898,137.5680412
AAPL,29-03-2023,159.3699951,161.0500031,159.3500061,160.7700043,160.7700043,51305700,158.123999,149.5730011,1.979074213,141.4137476
AAPL,30-03-2023,161.5299988,162.4700012,161.2700043,162.3600006,162.3600006,49501700,158.7749985,148.6310013,0.988988179,140.406219
AAPL,31-03-2023,162.4400024,165,161.9100037,164.8999939,164.8999939,68749800,159.7649979,148.3630005,1.564420594,140.7906976
AAPL,03-04-2023,164.2700043,166.2899933,164.2200012,166.1699982,166.1699982,56976200,160.6419983,148.4910004,0.770166355,139.8097736
AAPL,04-04-2023,166.6000061,166.8399963,165.1100006,165.6300049,165.6300049,46278300,161.2769989,148.8030014,-0.324964369,128.798432
AAPL,05-04-2023,164.7400055,165.0500031,161.8000031,163.7599945,163.7599945,51511700,161.8699982,149.1990005,-1.129028751,131.6870126
AAPL,06-04-2023,162.4299927,164.9600067,162,164.6600037,164.6600037,45390100,162.4429993,149.3180008,0.549590367,131.7504816
AAPL,10-04-2023,161.4199982,162.0299988,160.0800018,162.0299988,162.0299988,47716900,162.6209991,149.4970001,-1.597233587,130.6630433
AAPL,11-04-2023,162.3500061,162.3600006,160.5099945,160.8000031,160.8000031,47644200,162.8729996,149.7520004,-0.759116051,131.8308209
AAPL,12-04-2023,161.2200012,162.0599976,159.7799988,160.1000061,160.1000061,50133100,163.1180008,150.2699997,-0.435321477,131.9907264
AAPL,13-04-2023,161.6300049,165.8000031,161.4199982,165.5599976,165.5599976,68445600,163.5970001,151.0380005,3.410363052,139.7014381
AAPL,14-04-2023,164.5899963,166.3200073,163.8200073,165.2100067,165.2100067,49386500,163.8820007,152.0320007,-0.211398194,140.2152342
AAPL,17-04-2023,165.0899963,165.3899994,164.0299988,165.2299957,165.2299957,41516200,163.9150009,152.4290009,0.012099154,127.6611246
AAPL,18-04-2023,166.1000061,167.4100037,165.6499939,166.4700012,166.4700012,49923000,163.9450012,152.7860001,0.750472387,124.6058912
AAPL,19-04-2023,165.8000031,168.1600037,165.5399933,167.6300049,167.6300049,47720200,164.1450012,153.5539993,0.696824445,120.4791815
AAPL,20-04-2023,166.0899963,167.8699951,165.5599976,166.6499939,166.6499939,52456400,164.4340012,154.05,-0.584627428,121.2596305
AAPL,21-04-2023,165.0500031,166.4499969,164.4900055,165.0200043,165.0200043,58337300,164.4700012,154.8839996,-0.978091619,118.9923986
AAPL,24-04-2023,165,165.6000061,163.8899994,165.3300018,165.3300018,41949600,164.8000015,156.0589996,0.187854533,114.6265801
AAPL,25-04-2023,165.1900024,166.3099976,163.7299957,163.7700043,163.7700043,48714100,165.0970016,156.8399994,-0.943565923,115.5479553
AAPL,26-04-2023,163.0599976,165.2799988,162.8000031,163.7599945,163.7599945,45498800,165.4630005,157.3459991,-0.006112087,113.6925482
AAPL,27-04-2023,165.1900024,168.5599976,165.1900024,168.4100037,168.4100037,64902300,165.7480011,158.123999,2.839526937,123.1915325
AAPL,28-04-2023,168.4900055,169.8500061,167.8800049,169.6799927,169.6799927,55209200,166.1949997,158.7749985,0.754105449,120.0212119
AAPL,01-05-2023,169.2799988,170.4499969,168.6399994,169.5899963,169.5899963,52472900,166.6309998,159.7649979,-0.053038862,119.1721008
AAPL,02-05-2023,170.0899963,170.3500061,167.5399933,168.5399933,168.5399933,48425700,166.837999,160.6419983,-0.619142092,117.9514643
AAPL,03-05-2023,169.5,170.9199982,167.1600037,167.4499969,167.4499969,65136000,166.8199982,161.2769989,-0.646728599,117.5759256
AAPL,04-05-2023,164.8899994,167.0399933,164.3099976,165.7899933,165.7899933,81235400,166.7339981,161.8699982,-0.991342904,117.8423927
AAPL,05-05-2023,170.9799957,174.3000031,170.7599945,173.5700073,173.5700073,113316400,167.5889984,162.4429993,4.692692173,143.7314387
MSFT,07-02-2023,260.5299988,268.769989,260.0799866,267.5599976,266.89151,50841400,,162.6209991,54.15105506,993.8379806
MSFT,08-02-2023,273.2000122,276.7600098,266.2099915,266.730011,266.0635986,54686000,,162.8729996,-0.310205778,992.9234441
MSFT,09-02-2023,273.7999878,273.980011,262.7999878,263.6199951,262.9613647,42375100,,163.1180008,-1.165978983,993.6915486
MSFT,10-02-2023,261.5299988,264.0899963,260.6600037,263.1000061,262.4426575,25818500,,163.5970001,-0.197249459,994.5666102
MSFT,13-02-2023,267.6400146,274.6000061,267.1499939,271.3200073,270.6421204,44630900,,163.8820007,3.124287735,994.5719524
MSFT,14-02-2023,272.6700134,274.9700012,269.2799988,272.1700134,271.4900208,37047900,,163.9150009,0.313285449,995.059968
MSFT,15-02-2023,268.3200073,270.730011,266.1799927,269.3200073,269.3200073,28922400,,163.9450012,-1.047141846,996.4139982
MSFT,16-02-2023,264.019989,266.7399902,261.8999939,262.1499939,262.1499939,29603600,,164.1450012,-2.662265421,999.1905184
MSFT,17-02-2023,259.3900146,260.0899963,256,258.0599976,258.0599976,30000100,,164.4340012,-1.560174111,999.6728182
MSFT,21-02-2023,254.4799957,255.4900055,251.5899963,252.6699982,252.6699982,28397400,264.6700027,164.4700012,-2.088661335,1002.050665
MSFT,22-02-2023,254.0899963,254.3399963,250.3399963,251.5099945,251.5099945,22491100,263.0650024,164.8000015,-0.459098298,1000.93396
MSFT,23-02-2023,255.5599976,256.8399963,250.4799957,254.7700043,254.7700043,29219100,261.8690018,165.0970016,1.296175038,999.7960499
MSFT,24-02-2023,249.9600067,251,248.1000061,249.2200012,249.2200012,24990900,260.4290024,165.4630005,-2.178436613,1001.7101
MSFT,27-02-2023,252.4600067,252.8200073,249.3899994,250.1600037,250.1600037,21190000,259.1350021,165.7480011,0.377177769,1001.612495
MSFT,28-02-2023,249.0700073,251.4900055,248.7299957,249.4199982,249.4199982,22491000,256.9450012,166.1949997,-0.295812873,1001.670673
MSFT,01-03-2023,250.7599945,250.9299927,245.7899933,246.2700043,246.2700043,27565300,254.3550003,166.6309998,-1.26292756,1002.70211
MSFT,02-03-2023,246.5500031,251.3999939,245.6100006,251.1100006,251.1100006,24808200,252.5339996,166.837999,1.965321092,1002.548864
MSFT,03-03-2023,252.1900024,255.6199951,251.3899994,255.2899933,255.2899933,30760100,251.8479996,166.8199982,1.664606215,1002.355668
MSFT,06-03-2023,256.4299927,260.1199951,255.9799957,256.8699951,256.8699951,24109800,251.7289993,166.7339981,0.618904725,1001.618371
MSFT,07-03-2023,256.2999878,257.6900024,253.3899994,254.1499939,254.1499939,21473200,251.8769989,167.5889984,-1.058901885,1001.697224
MSFT,08-03-2023,254.0399933,254.5399933,250.8099976,253.6999969,253.6999969,17340200,252.0959991,177.811998,-0.177059594,1001.923706
MSFT,09-03-2023,255.8200073,259.5599976,251.5800018,252.3200073,252.3200073,26653400,251.8509995,188.1079987,-0.543945463,1001.572535
MSFT,10-03-2023,251.0800018,252.7899933,247.6000061,248.5899963,248.5899963,28333900,251.787999,198.0939987,-1.478285858,1002.855778
MSFT,13-03-2023,247.3999939,257.9100037,245.7299957,253.9199982,253.9199982,33339700,252.1639984,207.562999,2.144093451,1002.679599
MSFT,14-03-2023,256.75,261.0700073,255.8600006,260.7900085,260.7900085,33620300,253.3009995,217.7270004,2.705580665,1002.648598
MSFT,15-03-2023,259.980011,266.480011,259.2099915,265.4400024,265.4400024,46028000,255.2179993,227.9850021,1.78304143,1002.033268
MSFT,16-03-2023,265.2099915,276.5599976,263.2799988,276.2000122,276.2000122,54768800,257.7270004,238.0630035,4.053650417,1001.662727
MSFT,17-03-2023,278.2600098,283.3299866,276.3200073,279.4299927,279.4299927,69527400,260.1410004,247.5330032,1.16943531,1000.540173
MSFT,20-03-2023,276.980011,277.480011,269.8500061,272.230011,272.230011,43466600,261.677002,256.7600037,-2.576667458,1002.638019
MSFT,21-03-2023,274.8800049,275,269.519989,273.7799988,273.7799988,34558700,263.6400024,264.6700027,0.56936698,1001.692363
MSFT,22-03-2023,273.3999939,281.0400085,272.1799927,272.2900085,272.2900085,34873300,265.4990036,263.0650024,-0.544229031,171.6491053
MSFT,23-03-2023,277.9400024,281.0599976,275.2000122,277.6600037,277.6600037,36610900,268.0330032,261.8690018,1.972160178,174.9207416
MSFT,24-03-2023,277.2399902,280.6300049,275.2799988,280.5700073,280.5700073,28172000,271.2310043,260.4290024,1.048045676,173.8501401
MSFT,27-03-2023,280.5,281.4599915,275.519989,276.3800049,276.3800049,26840200,273.477005,259.1350021,-1.49338929,176.5192683
MSFT,28-03-2023,275.7900085,276.1400146,272.0499878,275.230011,275.230011,21878600,274.9210052,256.9450012,-0.416091568,167.7691104
MSFT,29-03-2023,278.9599915,281.1400146,278.4100037,280.5100098,280.5100098,25087000,276.428006,254.3550003,1.918395004,171.1264252
MSFT,30-03-2023,284.230011,284.4599915,281.480011,284.0499878,284.0499878,25053400,277.2130035,252.5339996,1.261979218,170.9130512
MSFT,31-03-2023,283.730011,289.269989,283,288.2999878,288.2999878,32766000,278.1000031,251.8479996,1.496215519,163.6782194
MSFT,03-04-2023,286.519989,288.269989,283.9500122,287.230011,287.230011,24883300,279.6000031,251.7289993,-0.371133143,160.3482148
MSFT,04-04-2023,287.230011,290.4500122,285.6700134,287.1799927,287.1799927,25824300,280.9400024,251.8769989,-0.017414027,153.7189943
MSFT,05-04-2023,285.8500061,287.1499939,282.9200134,284.3399963,284.3399963,22064800,282.1450012,252.0959991,-0.988925556,155.0847322
MSFT,06-04-2023,283.2099915,292.0799866,282.0299988,291.6000061,291.6000061,29770300,283.5390015,251.8509995,2.55328475,159.1743877
MSFT,10-04-2023,289.2099915,289.6000061,284.7099915,289.3900146,289.3900146,23103000,284.4210022,251.787999,-0.757884571,153.0394962
MSFT,11-04-2023,285.75,285.980011,281.6400146,282.8299866,282.8299866,27276600,285.0660004,252.1639984,-2.266846727,161.2287275
MSFT,12-04-2023,284.7900085,287.0100098,281.9599915,283.4899902,283.4899902,27403400,285.8919983,253.3009995,0.233357032,160.7043982
MSFT,13-04-2023,283.5899963,289.8999939,283.1700134,289.8399963,289.8399963,24222700,286.8249969,255.2179993,2.239940147,160.6292235
MSFT,14-04-2023,287,288.480011,283.6900024,286.1400146,286.1400146,20987900,287.0339996,257.7270004,-1.27656008,161.7283603
MSFT,17-04-2023,289.9299927,291.6000061,286.1600037,288.7999878,288.7999878,23836200,287.0839996,260.1410004,0.929605441,160.3741297
MSFT,18-04-2023,291.5700073,291.7600098,287.0100098,288.3699951,288.3699951,20161800,287.197998,261.677002,-0.148889437,160.6652765
MSFT,19-04-2023,285.9899902,289.0499878,284.5400085,288.4500122,288.4500122,17150300,287.325,263.6400024,0.027748064,158.4757511
MSFT,20-04-2023,285.25,289.0299988,285.0799866,286.1099854,286.1099854,23244400,287.5019989,265.4990036,-0.811241725,159.7382232
MSFT,21-04-2023,285.0100098,286.269989,283.0599976,285.7600098,285.7600098,21676400,286.9179993,268.0330032,-0.122322045,159.0505056
MSFT,24-04-2023,282.0899963,284.9500122,278.7200012,281.769989,281.769989,26611000,286.1559967,271.2310043,-1.39628381,158.7183223
MSFT,25-04-2023,279.5100098,281.6000061,275.3699951,275.4200134,275.4200134,45772200,285.4149994,273.477005,-2.253602525,162.6076288
MSFT,26-04-2023,296.7000122,299.5700073,292.730011,295.3699951,295.3699951,64599200,286.6029999,274.9210052,7.24347568,202.1976951
MSFT,27-04-2023,295.9700012,305.2000122,295.25,304.8299866,304.8299866,46462600,288.1019989,276.428006,3.202759797,207.0637474
MSFT,28-04-2023,304.0100098,308.9299927,303.3099976,307.2600098,307.2600098,36446700,290.2139984,277.2130035,0.797173277,195.9342787
MSFT,01-05-2023,306.9700012,308.6000061,305.1499939,305.5599976,305.5599976,21294100,291.8899994,278.1000031,-0.55328131,196.0472116
MSFT,02-05-2023,307.7600098,309.1799927,303.9100037,305.4100037,305.4100037,26404400,293.5940002,279.6000031,-0.049088198,188.4690839
MSFT,03-05-2023,306.6199951,308.6099854,304.0899963,304.3999939,304.3999939,22360800,295.1889984,280.9400024,-0.330706183,188.9075205
MSFT,04-05-2023,306.2399902,307.7600098,303.3999939,305.4100037,305.4100037,22519900,297.1190002,282.1450012,0.331803478,188.1196233
MSFT,05-05-2023,305.7200012,311.9700012,304.269989,310.6499939,310.6499939,28181200,299.6079987,283.5390015,1.715723182,187.4376822
NFLX,07-02-2023,358.5100098,364.1799927,354.1799927,362.9500122,362.9500122,6289400,,284.4210022,16.83567337,354.0679628
NFLX,08-02-2023,360.019989,368.1900024,358.3099976,366.8299866,366.8299866,6253200,,285.0660004,1.069010672,351.1293171
NFLX,09-02-2023,372.4100037,373.8299866,361.7399902,362.5,362.5,6901100,,285.8919983,-1.180379667,352.4693023
NFLX,10-02-2023,359.1600037,362.1400146,347.1400146,347.3599854,347.3599854,7291100,,286.8249969,-4.176555765,364.2298293
NFLX,13-02-2023,349.5,359.7000122,344.25,358.5700073,358.5700073,7134400,,287.0339996,3.227205909,366.8942099
NFLX,14-02-2023,357.5499878,363.75,353.3999939,359.9599915,359.9599915,4624800,,287.0839996,0.387646513,366.7688015
NFLX,15-02-2023,356.6300049,362.8800049,354.2399902,361.4200134,361.4200134,3966000,,287.197998,0.405606736,366.1849812
NFLX,16-02-2023,355,361.5,350.3099976,350.7099915,350.7099915,5215700,,287.325,-2.963317352,372.4296554
NFLX,17-02-2023,347.9100037,349,342.4400024,347.9599915,347.9599915,5294700,,287.5019989,-0.784123654,372.1221979
NFLX,21-02-2023,342.8500061,344.1300049,336.4200134,337.5,337.5,5710300,355.5759979,286.9179993,-3.006090272,376.5844351
NFLX,22-02-2023,337.5,341.9100037,332.8200073,334.8800049,334.8800049,4546200,352.7689972,286.1559967,-0.77629485,376.6066716
NFLX,23-02-2023,331.230011,331.2799988,314.2999878,323.6499939,323.6499939,13238700,348.4509979,285.4149994,-3.35344327,379.9188158
NFLX,24-02-2023,319.2999878,321.5,314.519989,317.1499939,317.1499939,6830700,343.9159973,286.6029999,-2.008342383,382.6872723
NFLX,27-02-2023,323.8699951,330,322.1199951,323.0299988,323.0299988,6142600,341.4829987,288.1019989,1.854013872,382.1260689
NFLX,28-02-2023,323.7000122,327.6199951,321.1700134,322.1300049,322.1300049,3676100,337.8389984,290.2139984,-0.278610005,381.0239131
NFLX,01-03-2023,321.5499878,326.6000061,312.3599854,313.480011,313.480011,4911300,333.1910004,291.8899994,-2.685249361,385.184524
NFLX,02-03-2023,310.9599915,315.5700073,310.3800049,311.8800049,311.8800049,4911000,328.2369995,293.5940002,-0.510401317,385.3994508
NFLX,03-03-2023,315.4500122,317.4899902,310.8200073,315.1799927,315.1799927,5953300,324.6839996,295.1889984,1.058095338,385.5811404
NFLX,06-03-2023,317,323.2999878,311.8399963,312.0299988,312.0299988,5660700,321.0910004,297.1190002,-0.999426984,385.794002
NFLX,07-03-2023,312.6799927,314.2999878,306.6199951,308.4700012,308.4700012,4553100,318.1880005,299.6079987,-1.14091516,386.6773211
NFLX,08-03-2023,309.2900085,311.8299866,305.75,311.7900085,311.7900085,3479500,315.8790009,307.726001,1.076282073,385.5203086
NFLX,09-03-2023,312.0799866,312.5100098,294.8800049,297.7799988,297.7799988,7443400,313.2920013,316.8669983,-4.493412034,392.9441811
NFLX,10-03-2023,297.8999939,298.7900085,289,292.7600098,292.7600098,5759300,310.8530029,323.5799988,-1.685804632,372.0369337
NFLX,13-03-2023,287.3399963,299.2399902,285.3299866,293.5100098,293.5100098,6292400,307.901004,327.8329987,0.25618253,367.2382676
NFLX,14-03-2023,295.9700012,297.4500122,290.3099976,294.9400024,294.9400024,5956700,305.1820038,332.9639984,0.487204057,367.0307688
NFLX,15-03-2023,292.5100098,306.3099976,292.2799988,303.7900085,303.7900085,9215300,304.2130035,338.4039978,3.000612338,371.1483597
NFLX,16-03-2023,304.75,316.6000061,301.7099915,310.0599976,310.0599976,7903700,304.0310028,344.0049988,2.063922064,372.9685312
NFLX,17-03-2023,310.0599976,310.7600098,300,303.5,303.5,6918800,302.8630035,348.6359985,-2.115718767,375.1187534
NFLX,20-03-2023,299.7900085,307.5,296,305.1300049,305.1300049,5113400,302.1730042,352.8909973,0.537069154,375.189943
NFLX,21-03-2023,306.3200073,307.9200134,300.4299927,305.7900085,305.7900085,4886300,301.9050049,355.5759979,0.216302445,373.9054903
NFLX,22-03-2023,306.3099976,306.4500122,293.5400085,293.8999939,293.8999939,5808000,300.1160034,352.7689972,-3.888294031,206.143458
NFLX,23-03-2023,304.6799927,322.7799988,304.1400146,320.3699951,320.3699951,15653300,302.3750031,348.4509979,9.006465386,270.3179188
NFLX,24-03-2023,320.6300049,331.8299866,320.6300049,328.3900146,328.3900146,12991700,305.9380035,343.9159973,2.50336163,275.0496547
NFLX,27-03-2023,327.5499878,336.4400024,324.4100037,327.6600037,327.6600037,8625800,309.3530029,341.4829987,-0.222299995,265.0910372
NFLX,28-03-2023,326.0599976,333.3200073,321.2799988,323.519989,323.519989,6489400,312.2110016,337.8389984,-1.263509309,257.8794741
NFLX,29-03-2023,326.2900085,332.8500061,325.730011,332.0299988,332.0299988,6287300,315.0350006,333.1910004,2.630443266,263.1706372
NFLX,30-03-2023,340.269989,343.2900085,335.2999878,338.4299927,338.4299927,7131500,317.8720001,328.2369995,1.927534837,265.9027941
NFLX,31-03-2023,340.0499878,345.8399963,337.2000122,345.480011,345.480011,5610200,322.0700012,324.6839996,2.083154113,263.6753819
NFLX,03-04-2023,341.8299866,348.5799866,340.3999939,348.2799988,348.2799988,4413700,326.3850006,321.0910004,0.810463038,263.6829649
NFLX,04-04-2023,348.4899902,349.7999878,343.9500122,346.75,346.75,3298100,330.4809998,318.1880005,-0.439301362,257.5646342
NFLX,05-04-2023,345.2999878,345.4299927,336.25,342.3500061,342.3500061,4205500,335.326001,315.8790009,-1.268923979,258.3128209
NFLX,06-04-2023,339.3399963,340.480011,332.6300049,339.3299866,339.3299866,4660500,337.2220001,313.2920013,-0.882143852,250.7318988
NFLX,10-04-2023,335.269989,339.8800049,333.3599854,338.9899902,338.9899902,2657900,338.2819977,310.8530029,-0.100196373,247.3668276
NFLX,11-04-2023,343.4500122,347.1400146,337.6400146,338.2099915,338.2099915,4044800,339.3369965,307.901004,-0.23009493,245.6307722
NFLX,12-04-2023,340.8099976,342.7999878,330.0400085,331.0299988,331.0299988,3965400,340.0879974,305.1820038,-2.122939256,249.1061905
NFLX,13-04-2023,339.9899902,346.4299927,338.75,346.1900024,346.1900024,7406400,341.5039978,304.2130035,4.579646473,256.1060715
NFLX,14-04-2023,342.9400024,344.8500061,336.4100037,338.6300049,338.6300049,5350500,341.523999,304.0310028,-2.183771197,259.8673041
NFLX,17-04-2023,338,338.3900146,327.5,332.7200012,332.7200012,6136000,340.247998,302.8630035,-1.745268753,262.1027539
NFLX,18-04-2023,335,337.1900024,330.5,333.7000122,333.7000122,17944500,338.7899994,302.1730042,0.294545258,261.1011578
NFLX,19-04-2023,324.2099915,325.75,316.1000061,323.1199951,323.1199951,22128300,336.4269989,301.9050049,-3.170517442,267.3998919
NFLX,20-04-2023,320.3900146,331.4299927,318.3299866,325.3500061,325.3500061,9947800,334.7269989,300.1160034,0.690149486,267.0506318
NFLX,21-04-2023,323,328.2900085,319.5,327.980011,327.980011,6348000,333.5920013,302.3750031,0.808361713,252.2162762
NFLX,24-04-2023,330.2000122,334.6600037,326.75,329.019989,329.019989,5586600,332.5950012,305.9380035,0.317085796,249.2682229
NFLX,25-04-2023,328.5,328.6600037,321.1000061,322.5499878,322.5499878,5426600,331.0290009,309.3530029,-1.966446245,253.0442665
NFLX,26-04-2023,321.3599854,325.8999939,320.4700012,321.1499939,321.1499939,4623200,330.0410004,312.2110016,-0.434039358,253.4247331
NFLX,27-04-2023,324.2999878,327.4500122,317.4400024,325.8500061,325.8500061,5618800,328.0070007,315.0350006,1.46349441,249.3274916
NFLX,28-04-2023,325.2399902,330.8099976,324,329.9299927,329.9299927,4221900,327.1369995,317.8720001,1.252105722,247.7412985
NFLX,01-05-2023,329.4400024,331.230011,318.0899963,324.1199951,324.1199951,5341500,326.2769989,322.0700012,-1.760978901,246.6623183
NFLX,02-05-2023,325,326.0700073,315.6199951,317.5499878,317.5499878,4318600,324.6619965,326.3850006,-2.027029317,250.0454863
NFLX,03-05-2023,317.5499878,324.6199951,315.8500061,319.2999878,319.2999878,5064100,324.2799957,330.4809998,0.551094337,250.1449808
NFLX,04-05-2023,319.0100098,323.6099854,317.9500122,320.7799988,320.7799988,3879700,323.822995,335.326001,0.463517395,238.1052161
NFLX,05-05-2023,323.6099854,324.1499939,319.4400024,322.7600098,322.7600098,3988600,323.3009949,337.2220001,0.617248891,172.8866763
GOOG,07-02-2023,103.6299973,108.6699982,103.5479965,108.0400009,108.0400009,33738800,,338.2819977,-66.52621216,1225.127804
GOOG,08-02-2023,102.6900024,103.5800018,98.45500183,100,100,73546000,,339.3369965,-7.441689048,1228.070334
GOOG,09-02-2023,100.5400009,100.6100006,93.86000061,95.45999908,95.45999908,97798600,,340.0879974,-4.540000916,1228.387393
GOOG,10-02-2023,95.73999786,97.01999664,94.52999878,94.86000061,94.86000061,49325300,,341.5039978,-0.62853392,1225.028095
GOOG,13-02-2023,95.01000214,95.34999847,94.05000305,95,95,43116600,,341.523999,0.147585272,1223.128947
GOOG,14-02-2023,94.66000366,95.17500305,92.65000153,94.94999695,94.94999695,42513100,,340.247998,-0.052634791,1220.820315
GOOG,15-02-2023,94.73999786,97.33999634,94.36000061,97.09999847,97.09999847,36964500,,338.7899994,2.264351338,1222.611127
GOOG,16-02-2023,95.54000092,97.87999725,94.97000122,95.77999878,95.77999878,35642100,,336.4269989,-1.359422982,1222.113187
GOOG,17-02-2023,95.06999969,95.75,93.44999695,94.58999634,94.58999634,31095100,,334.7269989,-1.242433135,1222.124974
GOOG,21-02-2023,93.23999786,93.41500092,92,92.05000305,92.05000305,28367200,96.78299942,333.5920013,-2.685266291,1221.576145
GOOG,22-02-2023,91.93399811,92.36000061,90.87000275,91.80000305,91.80000305,29891100,95.15899963,332.5950012,-0.271591517,1221.44506
GOOG,23-02-2023,92.12999725,92.12999725,90.01000214,91.06999969,91.06999969,32423700,94.2659996,331.0290009,-0.795210602,1221.062945
GOOG,24-02-2023,89.62999725,90.12999725,88.86000061,89.34999847,89.34999847,31295600,93.65499954,330.0410004,-1.888658424,1221.12296
GOOG,27-02-2023,90.08999634,90.44999695,89.61000061,90.09999847,90.09999847,22724300,93.17899933,328.0070007,0.839395649,1215.108044
GOOG,28-02-2023,89.54000092,91.44999695,89.51999664,90.30000305,90.30000305,30546900,92.70899963,327.1369995,0.221980667,1216.481364
GOOG,01-03-2023,90.16000366,91.19999695,89.84999847,90.51000214,90.51000214,26323900,92.26500015,326.2769989,0.232557118,1217.694087
GOOG,02-03-2023,89.86000061,92.48000336,89.76999664,92.30999756,92.30999756,23328600,91.78600006,324.6619965,1.988725422,1219.61208
GOOG,03-03-2023,92.73999786,94.11000061,92.66000366,94.01999664,94.01999664,30242500,91.60999985,324.2799957,1.852452746,1222.574302
GOOG,06-03-2023,94.36000061,96.30000305,94.30000305,95.58000183,95.58000183,28288200,91.7090004,323.822995,1.659227019,1223.618574
GOOG,07-03-2023,95.41999817,96.08999634,93.84400177,94.16999817,94.16999817,24101500,91.92099991,323.3009949,-1.475207821,1222.114357
GOOG,08-03-2023,94.40499878,96.23999786,94.40499878,94.65000153,94.65000153,25395200,92.20599976,301.2029961,0.509720045,1222.283801
